antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.1096938775510204,0.12755102040816327,0.08418367346938775,0.7674418604651163,6.016744186046512,0.07019210745522698,3.7515306122448986,0.9365286098810455
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.1096938775510204,0.1377551020408163,0.08418367346938775,0.7674418604651163,5.5710594315245485,0.06907278217409413,3.7076530612244905,0.9215941651471738
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.11989795918367346,0.7653061224489796,0.09183673469387756,0.7659574468085107,1.0008510638297874,7.809246147440219e-05,1.0027829313543606,0.0009661835748794314
"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.08673469387755102,0.10204081632653061,0.0663265306122449,0.7647058823529412,7.4941176470588236,0.05747605164514786,3.816326530612246,0.9488611946712505
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.09693877551020408,0.10204081632653061,0.07397959183673469,0.7631578947368421,7.478947368421053,0.06408788004997917,3.7913832199546493,0.959283070329242
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})","frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.10714285714285714,0.10204081632653061,0.08163265306122448,0.7619047619047619,7.466666666666666,0.0706997084548105,3.771428571428571,0.97
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1377551020408163,0.17091836734693877,0.10459183673469388,0.7592592592592594,4.442233278054174,0.08104695960016661,3.4438775510204103,0.8986866791744842
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})","frozenset({'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",0.07397959183673469,0.08418367346938775,0.05612244897959184,0.7586206896551724,9.011494252873563,0.04989457517700958,3.794096209912536,0.9600550964187328
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})","frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",0.07397959183673469,0.08673469387755102,0.05612244897959184,0.7586206896551724,8.746450304259634,0.04970585172844648,3.7835276967930023,0.9564237415477085
frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",0.09438775510204081,0.08418367346938775,0.07142857142857142,0.7567567567567568,8.98935298935299,0.06348266347355268,3.7650226757369625,0.9813883299798791
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1326530612244898,0.12244897959183673,0.09948979591836735,0.75,6.125,0.08324656393169513,3.510204081632653,0.9647058823529413
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})","frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1096938775510204,0.12244897959183673,0.08163265306122448,0.7441860465116279,6.077519379844961,0.06820074968763015,3.430426716141002,0.9383954154727794
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.08928571428571429,0.09438775510204081,0.0663265306122449,0.7428571428571429,7.870270270270271,0.057899052478134115,3.521825396825397,0.9585218702865762
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",0.1377551020408163,0.10714285714285714,0.10204081632653061,0.7407407407407408,6.913580246913582,0.08728134110787172,3.4438775510204094,0.9920118343195267
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.1377551020408163,0.1326530612244898,0.10204081632653061,0.7407407407407408,5.584045584045584,0.08376718034152436,3.3454810495626828,0.9520710059171598
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",0.09693877551020408,0.08673469387755102,0.07142857142857142,0.7368421052631579,8.495356037151703,0.06302061640982923,3.470408163265305,0.9769975786924938
"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.11479591836734694,0.17091836734693877,0.08418367346938775,0.7333333333333333,4.290547263681592,0.06456294252394836,3.109056122448979,0.8663872150903851
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.08418367346938775,0.10204081632653061,0.061224489795918366,0.7272727272727273,7.127272727272727,0.05263431903373594,3.292517006802721,0.9387186629526463
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.10204081632653061,0.09438775510204081,0.07397959183673469,0.725,7.681081081081081,0.0643481882548938,3.293135435992579,0.968652037617555
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.10204081632653061,0.09693877551020408,0.07397959183673469,0.725,7.478947368421053,0.06408788004997917,3.283858998144712,0.9647335423197493
"frozenset({'DOLLY GIRL LUNCH BOX', 'POSTAGE'})",frozenset({'SPACEBOY LUNCH BOX'}),0.07397959183673469,0.125,0.05357142857142857,0.7241379310344828,5.793103448275862,0.04432397959183673,3.171875,0.8934802571166208
"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.07397959183673469,0.17091836734693877,0.05357142857142857,0.7241379310344828,4.236747297992795,0.04092695751770095,3.005420918367347,0.8250032795487341
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.1377551020408163,0.10204081632653061,0.09948979591836735,0.7222222222222223,7.077777777777778,0.08543315285297792,3.232653061224491,0.9959035047792445
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.08163265306122448,0.1683673469387755,0.058673469387755105,0.7187500000000001,4.2689393939393945,0.04492919616826323,2.9569160997732435,0.833816425120773
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.09948979591836735,0.125,0.07142857142857142,0.717948717948718,5.743589743589744,0.0589923469387755,3.1022727272727275,0.9171388101983002
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'POSTAGE'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.11734693877551021,0.1326530612244898,0.08418367346938775,0.717391304347826,5.408026755852842,0.06861724281549354,3.069073783359497,0.9234541951304958
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})","frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",0.07908163265306123,0.08928571428571429,0.05612244897959184,0.7096774193548386,7.9483870967741925,0.049061588921282796,3.136904761904761,0.9492571140770586
frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",0.09438775510204081,0.08928571428571429,0.0663265306122449,0.7027027027027027,7.870270270270271,0.057899052478134115,3.0633116883116887,0.9639219934994583
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'POSTAGE'})","frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.11734693877551021,0.10204081632653061,0.08163265306122448,0.6956521739130433,6.817391304347825,0.06965847563515201,2.9504373177842553,0.9667630057803467
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.08928571428571429,0.09693877551020408,0.061224489795918366,0.6857142857142857,7.0736842105263165,0.052569241982507287,2.8733766233766236,0.94281045751634
frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})",0.09438775510204081,0.07397959183673469,0.06377551020408163,0.6756756756756758,9.13327120223672,0.05679274260724698,2.855229591836735,0.9833239436619717
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.10204081632653061,0.1377551020408163,0.06887755102040816,0.6749999999999999,4.9,0.05482090795501873,2.6530612244897953,0.8863636363636364
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})","frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",0.08418367346938775,0.07397959183673469,0.05612244897959184,0.6666666666666667,9.011494252873565,0.04989457517700958,2.778061224489796,0.9707520891364902
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})","frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",0.12244897959183673,0.1096938775510204,0.08163265306122448,0.6666666666666666,6.077519379844961,0.06820074968763015,2.6709183673469385,0.9520348837209304
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",0.12755102040816327,0.1096938775510204,0.08418367346938775,0.6599999999999999,6.016744186046511,0.07019210745522698,2.6185474189675864,0.9556973241183767
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.10459183673469388,0.1683673469387755,0.06887755102040816,0.6585365853658536,3.9113082039911307,0.05126770095793419,2.435495626822157,0.831275720164609
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",0.09693877551020408,0.07397959183673469,0.06377551020408163,0.6578947368421053,8.892921960072597,0.056604019158683884,2.706828885400314,0.982824858757062
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",0.10204081632653061,0.08673469387755102,0.0663265306122449,0.65,7.4941176470588236,0.05747605164514786,2.60932944606414,0.965034965034965
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1377551020408163,0.1683673469387755,0.08928571428571429,0.6481481481481483,3.849607182940517,0.06609225322782175,2.36358754027927,0.8584953508030432
"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})","frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})",0.08673469387755102,0.07397959183673469,0.05612244897959184,0.6470588235294118,8.746450304259636,0.04970585172844648,2.6237244897959187,0.9697816150330117
"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.11479591836734694,0.1683673469387755,0.07397959183673469,0.6444444444444444,3.8276094276094272,0.05465170762182424,2.338966836734693,0.8345423829871806
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",0.12755102040816327,0.08418367346938775,0.08163265306122448,0.6399999999999999,7.602424242424242,0.07089493960849645,2.543934240362811,0.9954312865497075
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.08418367346938775,0.1377551020408163,0.05357142857142857,0.6363636363636364,4.61952861952862,0.0419746980424823,2.371173469387755,0.8555511341026663
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.08418367346938775,0.1683673469387755,0.05357142857142857,0.6363636363636364,3.7796143250688705,0.03939764681382757,2.2869897959183674,0.8030242737763629
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",0.1326530612244898,0.10714285714285714,0.08418367346938775,0.6346153846153846,5.923076923076923,0.06997084548104957,2.443609022556391,0.958288770053476
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'POSTAGE'})",0.1326530612244898,0.11734693877551021,0.08418367346938775,0.6346153846153846,5.408026755852842,0.06861724281549354,2.4156820622986035,0.9397504456327986
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",0.09693877551020408,0.08928571428571429,0.061224489795918366,0.631578947368421,7.073684210526316,0.052569241982507287,2.471938775510204,0.9508003766478342
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})","frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.08928571428571429,0.07908163265306123,0.05612244897959184,0.6285714285714286,7.9483870967741925,0.049061588921282796,2.4793956043956045,0.9598930481283422
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.10204081632653061,0.07908163265306123,0.06377551020408163,0.625,7.903225806451612,0.055705955851728446,2.45578231292517,0.9727272727272727
"frozenset({'POSTAGE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.09438775510204081,0.15816326530612246,0.058673469387755105,0.6216216216216217,3.93025283347864,0.04374479383590171,2.2248542274052485,0.8232700551132884
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",0.1326530612244898,0.10204081632653061,0.08163265306122448,0.6153846153846153,6.03076923076923,0.0680966264056643,2.33469387755102,0.961764705882353
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.17091836734693877,0.1377551020408163,0.10459183673469388,0.6119402985074628,4.442233278054175,0.08104695960016661,2.2219387755102047,0.9346341463414636
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",0.1377551020408163,0.1096938775510204,0.08418367346938775,0.6111111111111112,5.5710594315245485,0.06907278217409413,2.2893586005830904,0.9515868746637979
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'POSTAGE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.1377551020408163,0.1377551020408163,0.08418367346938775,0.6111111111111112,4.436213991769548,0.06520720533111204,2.2172011661807582,0.8983324367939755
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'POSTAGE'})",0.1377551020408163,0.1377551020408163,0.08418367346938775,0.6111111111111112,4.436213991769548,0.06520720533111204,2.2172011661807582,0.8983324367939755
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'POSTAGE'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1377551020408163,0.1683673469387755,0.08418367346938775,0.6111111111111112,3.62962962962963,0.060990212411495215,2.1384839650145775,0.8402366863905327
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.08418367346938775,0.11989795918367346,0.05102040816326531,0.6060606060606061,5.054803352675694,0.04092695751770096,2.234105180533752,0.8759052924791086
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1683673469387755,0.17091836734693877,0.10204081632653061,0.6060606060606061,3.5459068294889193,0.0732637442732195,2.104591836734694,0.8633435582822085
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",0.10204081632653061,0.08418367346938775,0.061224489795918366,0.6,7.127272727272727,0.05263431903373594,2.2895408163265305,0.9573863636363638
"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'POSTAGE'})",0.08928571428571429,0.1377551020408163,0.05357142857142857,0.6,4.355555555555556,0.041271865889212826,2.155612244897959,0.84593837535014
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.17091836734693877,0.1683673469387755,0.10204081632653061,0.5970149253731344,3.5459068294889193,0.0732637442732195,2.0636810279667426,0.8660000000000001
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.10714285714285714,0.15816326530612246,0.06377551020408163,0.5952380952380952,3.7634408602150535,0.04682944606413994,2.0798319327731094,0.8223999999999999
frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",0.09438775510204081,0.061224489795918366,0.05612244897959184,0.5945945945945946,9.711711711711713,0.050343606830487296,2.3156462585034014,0.9905249679897566
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE'})",0.1377551020408163,0.08418367346938775,0.08163265306122448,0.5925925925925926,7.0392817059483725,0.07003592253227821,2.24791280148423,0.9950073964497042
"frozenset({'LUNCH BAG APPLE DESIGN', 'POSTAGE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.10459183673469388,0.15306122448979592,0.061224489795918366,0.5853658536585366,3.824390243902439,0.045215535193669304,2.042617046818727,0.8247863247863249
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'POSTAGE'})",frozenset({'LUNCH BAG WOODLAND'}),0.09183673469387756,0.11734693877551021,0.05357142857142857,0.5833333333333333,4.971014492753622,0.04279466888796334,2.118367346938775,0.8796147672552166
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'POSTAGE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.09183673469387756,0.15306122448979592,0.05357142857142857,0.5833333333333333,3.8111111111111104,0.039514785506039145,2.0326530612244893,0.812199036918138
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",0.09693877551020408,0.0663265306122449,0.05612244897959184,0.5789473684210527,8.728744939271255,0.04969283631820075,2.2174744897959187,0.9804827940421159
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.125,0.09948979591836735,0.07142857142857142,0.5714285714285714,5.743589743589744,0.0589923469387755,2.101190476190476,0.943877551020408
"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.14795918367346939,0.17091836734693877,0.08418367346938775,0.5689655172413793,3.328872876994339,0.058894731361932524,1.9234693877551021,0.8210851025222283
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'POSTAGE'})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.09183673469387756,0.125,0.05102040816326531,0.5555555555555556,4.444444444444445,0.039540816326530615,1.96875,0.8533707865168539
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.11989795918367346,0.15306122448979592,0.0663265306122449,0.5531914893617021,3.6141843971631205,0.047974802165764274,1.8955296404275996,0.8218506131549611
"frozenset({'SPACEBOY LUNCH BOX', 'POSTAGE'})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.09693877551020408,0.09948979591836735,0.05357142857142857,0.5526315789473684,5.554655870445344,0.04392700957934194,2.0129051620648255,0.9079903147699757
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",0.10204081632653061,0.07142857142857142,0.05612244897959184,0.5499999999999999,7.699999999999999,0.048833819241982504,2.0634920634920633,0.9690082644628099
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),"frozenset({'POSTAGE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.10714285714285714,0.14795918367346939,0.058673469387755105,0.5476190476190477,3.701149425287357,0.04282069970845481,1.8834586466165415,0.817391304347826
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.11734693877551021,0.11989795918367346,0.06377551020408163,0.5434782608695652,4.532839962997225,0.04970585172844648,1.9278425655976674,0.8830057803468206
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.09438775510204081,0.15816326530612246,0.05102040816326531,0.5405405405405406,3.4176111595466434,0.036091732611411916,1.832232893157263,0.7811267605633803
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX', 'POSTAGE'})",0.09948979591836735,0.09693877551020408,0.05357142857142857,0.5384615384615384,5.554655870445344,0.04392700957934194,1.9566326530612246,0.9105625252934034
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",0.1377551020408163,0.14795918367346939,0.07397959183673469,0.5370370370370371,3.62962962962963,0.05359745939192004,1.8404081632653064,0.8402366863905326
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.11989795918367346,0.11734693877551021,0.06377551020408163,0.5319148936170213,4.532839962997224,0.04970585172844648,1.8856679035250463,0.8855652173913043
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.11989795918367346,0.125,0.06377551020408163,0.5319148936170213,4.25531914893617,0.04878826530612245,1.8693181818181819,0.8692173913043478
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.125,0.15306122448979592,0.0663265306122449,0.5306122448979592,3.466666666666667,0.04719387755102041,1.8043478260869565,0.8131868131868132
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.1683673469387755,0.1377551020408163,0.08928571428571429,0.5303030303030304,3.849607182940517,0.06609225322782175,1.8357472021066494,0.890096406660824
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})","frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",0.10204081632653061,0.11479591836734694,0.05357142857142857,0.5249999999999999,4.573333333333332,0.04185755935027072,1.8635875402792692,0.8701298701298701
"frozenset({'LUNCH BAG WOODLAND', 'POSTAGE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.10204081632653061,0.11989795918367346,0.05357142857142857,0.5249999999999999,4.378723404255319,0.041336942940441476,1.8528464017185817,0.8593073593073591
frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.12244897959183673,0.14285714285714285,0.06377551020408163,0.5208333333333334,3.645833333333334,0.04628279883381925,1.7888198757763978,0.8269767441860466
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",0.10459183673469388,0.14795918367346939,0.05357142857142857,0.5121951219512194,3.461732548359966,0.03809610578925447,1.7466836734693874,0.7941934608601275
"frozenset({'POSTAGE', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.11479591836734694,0.12244897959183673,0.058673469387755105,0.5111111111111111,4.174074074074074,0.04461682632236568,1.7949907235621518,0.8590402205237438
"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'POSTAGE'})",frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.11479591836734694,0.14285714285714285,0.058673469387755105,0.5111111111111111,3.5777777777777775,0.042274052478134115,1.7532467532467533,0.8139330910913419
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.125,0.11989795918367346,0.06377551020408163,0.5102040816326531,4.25531914893617,0.04878826530612245,1.796875,0.8742857142857143
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",0.1377551020408163,0.10204081632653061,0.06887755102040816,0.5,4.8999999999999995,0.05482090795501873,1.7959183673469388,0.923076923076923
"frozenset({'LUNCH BAG RED RETROSPOT', 'POSTAGE'})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.12244897959183673,0.125,0.061224489795918366,0.5,4.0,0.04591836734693877,1.75,0.8546511627906976
"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.14795918367346939,0.1377551020408163,0.07397959183673469,0.5,3.62962962962963,0.05359745939192004,1.7244897959183674,0.8502994011976048
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'POSTAGE'})",0.1683673469387755,0.1377551020408163,0.08418367346938775,0.5,3.62962962962963,0.060990212411495215,1.7244897959183674,0.8711656441717793
"frozenset({'LUNCH BAG WOODLAND', 'POSTAGE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.10204081632653061,0.15306122448979592,0.05102040816326531,0.5,3.2666666666666666,0.03540191586838817,1.693877551020408,0.7727272727272728
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",0.17091836734693877,0.11479591836734694,0.08418367346938775,0.4925373134328358,4.290547263681591,0.06456294252394836,1.74437274909964,0.9250349650349651
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'POSTAGE'})",0.17091836734693877,0.14795918367346939,0.08418367346938775,0.4925373134328358,3.3288728769943385,0.058894731361932524,1.6790216086434573,0.8438228438228438
frozenset({'LUNCH BAG APPLE DESIGN'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'POSTAGE'})",0.125,0.12244897959183673,0.061224489795918366,0.4897959183673469,4.0,0.04591836734693877,1.72,0.8571428571428571
